trigram|PMI
('concision', 'power', 'expressive')|23.69
('chimes', 'highest', 'register')|23.69
('chaconne', 'colourful', 'manual')|23.69
('canon', 'humor', 'playfulness')|23.69
('brings', 'consoling', 'relief')|23.69
('breathless', 'pace', 'prominent')|23.69
('bitter', 'tragic', 'resolve')|23.69
('bears', 'deviations', 'introduction')|23.69
('abc', 'different', 'orders')|23.69
('know', 'possibly', 'personal')|23.69
('cuts', 'score', 'performer')|23.69
('frühlings', 'ankunft', 'different')|23.69
('described', 'unmusical', 'unplayable')|23.69
('invention', 'bwv772', 'invention')|23.69
('introduces', 'unifying', 'factors')|23.69
('grand', 'apotheosis', 'case')|23.69
('gorgeous', 'modulations', 'paper')|23.69
('expressive', 'space', 'occupies')|23.69
('expressive', 'shading', 'result')|23.69
('evoke', 'rising', 'sun')|23.69
('earnest', 'allemande', 'toccata')|23.69
('exploration', 'liszt', 'deploy')|23.6
('sophisticated', 'impressionism', 'dramatic')|23.6
('nature', 'countersubjects', 'voices')|23.6
('dramatic', 'bout', 'thunder')|23.6
('aversion', 'pedal', 'fondness')|23.6
('precise', 'clear', 'articulation')|23.52
('points', 'mendelssohn', 'life')|23.52
('più', 'vivo', 'registral')|23.52
('oom', 'cha', 'rhythm')|23.52
('means', 'swirling', 'arabesques')|23.52
('nineteenth', 'century', 'étude')|23.52
('means', 'obligatory', 'competent')|23.52
('ludwig', 'van', 'beethoven')|23.52
('life', 'seen', 'lens')|23.52
('la', 'clochette', 'paganini')|23.52
('preparation', 'totally', 'devoid')|23.52
('procession', 'suspensions', 'trills')|23.52
('instrument', 'extra', 'dimension')|23.52
('wagner', 'particular', 'overall')|23.52
('usual', 'downward', 'scurry')|23.52
('pupil', 'called', 'elise')|23.52
('scotch', 'snap', 'rhythm')|23.52
('ruckers', 'harpsichord', 'home')|23.52
('horse', 'hoof', 'rhythm')|23.52
('ideas', 'provide', 'basis')|23.52
('chains', 'trills', 'batteries')|23.52
('dead', 'away', 'clue')|23.52
('barcarolle', 'solemnity', 'chorale')|23.52
('average', 'identifiable', 'chordal')|23.52
('harpsichord', 'home', 'brook')|23.52
('change', 'seen', 'tactic')|23.52
('extra', 'ornaments', 'decorations')|23.52
('good', 'demonstration', 'false')|23.52
('gigue', 'breathless', 'vehicle')|23.52
('fugue', 'readily', 'apparent')|23.52
('flute', 'oboe', 'clarinet')|23.52
('fugue', 'additional', 'repetitions')|23.52
('energy', 'reaching', 'noble')|23.52
('dissolves', 'translucent', 'haze')|23.52
('drama', 'contrasting', 'poles')|23.52
('devoid', 'thematic', 'allusion')|23.52
('doleful', 'bagatelle', 'beautiful')|23.52
('western', 'musical', 'tradition')|23.44
('washes', 'sparkling', 'keyboard')|23.44
('surges', 'depths', 'keyboard')|23.44
('stands', 'difficulties', 'sections')|23.44
('observance', 'western', 'musical')|23.44
('notion', 'fresh', 'musical')|23.44
('musical', 'tradition', 'prevalent')|23.44
('musical', 'snapchat', 'message')|23.44
('charm', 'leading', 'proponents')|23.44
('movements', 'moonlit', 'meditations')|23.44
('law', 'musical', 'champion')|23.44
('keyboard', 'akin', 'deleterious')|23.44
('gap', 'superimposed', 'movements')|23.44
('depths', 'keyboard', 'akin')|23.44
('dates', '1858', 'uses')|23.44
('movements', 'citation', 'gap')|23.44
('players', 'lot', 'scope')|23.36
('nice', 'entertaining', 'thought')|23.36
('reprise', 'veers', 'course')|23.36
('need', 'look', 'ludwig')|23.36
('slur', 'groups', 'accents')|23.36
('ruminative', 'adagio', 'imitative')|23.36
('showpiece', 'positioned', 'contrast')|23.36
('transforms', 'explicit', 'funeral')|23.36
('tune', 'repetitive', 'patterning')|23.36
('undergo', 'transformation', 'reprise')|23.36
('nd', 'way', 'forzando')|23.36
('virtuosity', 'spate', 'imagine')|23.36
('narrative', 'scope', 'ballade')|23.36
('moonlight', 'open', 'sonorities')|23.36
('apotheosis', 'case', 'ballade')|23.36
('arpeggios', 'cannonades', 'block')|23.36
('configured', 'accents', 'weak')|23.36
('develops', 'complex', 'busy')|23.36
('markings', 'fingering', 'numbers')|23.36
('lesser', 'difficulty', 'contains')|23.36
('goldbergs', 'using', 'festive')|23.36
('necessary', 'balance', 'distinct')|23.29
('style', 'gruff', 'growling')|23.29
('opens', 'planting', 'flag')|23.29
('opera', 'style', 'gruff')|23.29
('shares', 'tritone', 'distance')|23.29
('streaks', 'pathos', 'neapolitan')|23.29
('tritone', 'substitution', 'concept')|23.29
('style', 'percussive', 'anti')|23.29
('theory', 'tritone', 'substitution')|23.29
('level', 'motivic', 'integration')|23.29
('contrapuntal', 'meditation', 'theme—one')|23.29
('dexterity', 'stunning', 'level')|23.29
('ease', 'closes', 'plagal')|23.29
('french', 'revolution', 'sort')|23.29
('fugato', 'contrapuntal', 'skill')|23.29
('greatest', 'challenge', 'lies')|23.29
('level', 'stamina', 'complete')|23.29
('fact', 'dedication', 'manuscript')|23.29
('line', 'verbatim', 'quote')|23.23
('motives', 'tossed', 'comic')|23.23
('point', 'performer', 'concentration')|23.23
('weary', 'resigned', 'heard')|23.23
('joins', 'fun', 'motives')|23.23
('arm', 'directly', 'finger')|23.23
('arsenal', 'point', 'performer')|23.23
('bassoon', 'line', 'peeps')|23.23
('batteries', 'octaves', 'trademarks')|23.23
('contribute', 'fullness', 'texture')|23.23
('dynamic', 'forward', 'propulsion')|23.23
('finish', 'titanic', 'octaves')|23.23
('heard', 'amaj7', 'bsus2')|23.23
('patriotic', 'march', 'village')|23.16
('march', 'village', 'band')|23.16
('lurches', 'pleadingly', 'cadence')|23.16
('self', 'deprecating', 'march')|23.16
('economy', 'final', 'recapitulatory')|23.16
('concentration', 'wane', 'final')|23.16
('imitates', 'rocking', 'small')|23.1
('popularity', 'described', 'unmusical')|23.1
('placid', 'orchestral', 'reinstatement')|23.1
('pianist', 'vladimir', 'horowitz')|23.1
('pianist', 'lean', 'forward')|23.1
('pauses', 'sudden', 'outbursts')|23.1
('pause', 'roughly', 'area')|23.1
('moods', 'shostakovich', 'late')|23.1
('melancholy', 'sudden', 'outpouring')|23.1
('manages', 'impose', 'pattern')|23.1
('kilter', 'rocking', 'pattern')|23.1
('intimate', 'course', 'passion')|23.1
('instance', 'cyclic', 'unity')|23.1
('reaches', 'number', 'ferocious')|23.1
('strong', 'unifying', 'element')|23.1
('whirl', 'fiery', 'figuration')|23.1
('warm', 'structural', 'device')|23.1
('variety', 'touches', 'articulations')|23.1
('typical', 'polka', 'oom')|23.1
('typical', 'fauré', 'avoids')|23.1
('trio', 'retain', 'nervous')|23.1
('tremolo', 'richly', 'suggestive')|23.1
('strength', 'control', 'skills')|23.1
('span', 'tenth', 'interval')|23.1
('solemnity', 'chorale', 'brings')|23.1
('smarminess', 'presto', 'fuoco')|23.1
('skills', 'accomplish', 'quiet')|23.1
('hybrid', 'combining', 'elements')|23.1
('beginners', 'omit', 'ornamentation')|23.1
('control', 'kissin', 'superb')|23.1
('considerable', 'talents', 'pianist')|23.1
('colouristic', 'device', 'foot')|23.1
('clochette', 'paganini', 'grand')|23.1
('climax', 'capped', 'combination')|23.1
('centre', '89', 'dwell')|23.1
('caprice', 'paganini', 'modest')|23.1
('beginners', 'intermediate', 'players')|23.1
('aria', 'gluck', 'register')|23.1
('advance', 'takes', 'competent')|23.1
('contrapunctus', 'xi', 'triple')|23.1
('ears', 'beginner', 'pianist')|23.1
('frequent', 'suspended', 'tones')|23.1
('feature', 'prized', 'genre')|23.1
('fashion', 'figuration', 'grows')|23.1
('enharmonic', 'implied', 'gb')|23.1
('direction', 'sly', 'parody')|23.1
('dark', 'bright', 'spectrum')|23.1
('degree', 'controversy', 'versions')|23.1
('directness', 'popular', 'publication')|23.1
('display', 'scintillating', 'passagework')|23.1
('utmost', 'dignity', 'lyrical')|23.04
('taught', 'lesson', 'rh')|23.04
('percussive', 'anti', 'lyrical')|23.04
('passage', 'pleasingly', 'archaic')|23.04
('complex', 'busy', 'pianistic')|23.04
('close', 'imitation', 'imitative')|23.04
('breakneck', 'semi', 'quavers')|23.04
('arias', 'concerti', 'slow')|23.04
('smooth', 'easy', 'jump')|22.99
('maintain', 'bounciness', 'lh')|22.99
('months', 'schubert', 'death')|22.99
('outbursts', 'abound', 'great')|22.99
('persistent', 'tonal', 'center')|22.99
('plaintive', 'little', 'appoggiaturas')|22.99
('kind', 'wanderer', 'fantasy')|22.99
('sonatas', 'definitely', 'worth')|22.99
('thirds', 'eleventh', 'exhibits')|22.99
('vladimir', 'sofronitzky', 'great')|22.99
('weird', 'use', 'term')|22.99
('larghetto', 'follows', 'dead')|22.99
('previous', 'illustration', 'generic')|22.99
('composer', 'considerable', 'talents')|22.99
('great', 'musicality', 'incredible')|22.99
('count', 'naively', 'simple')|22.99
('daydream', 'drawing', 'previous')|22.99
('crude', 'contrasts', 'tonal')|22.99
('strepitoso', 'octave', 'descents')|22.93
('romanticism', 'unresolved', 'harmonic')|22.93
('wobble', 'cheery', 'melodic')|22.93
('technical', 'structural', 'standpoint')|22.93
('unresolved', 'harmonic', 'yearnings')|22.93
('various', 'points', 'mendelssohn')|22.93
('mimics', 'sort', 'technique')|22.93
('themes', 'nature', 'countersubjects')|22.93
('good', 'awakening', 'skills')|22.93
('devices', 'given', 'structural')|22.93
('colour', 'clara', 'forbade')|22.93
('harmonic', 'yearnings', 'wagner')|22.93
('mood', 'cheerful', 'celebratory')|22.88
('pays', 'rhythmic', 'homage')|22.88
('obscured', 'rhythmic', 'activity')|22.88
('morceaux', 'salon', 'set')|22.88
('master', 'chopin', 'aware')|22.88
('mood', 'brutal', 'resolve')|22.88
('melodies', 'shovetide', 'fair')|22.88
('maintains', 'improvisational', 'quality')|22.88
('pitches', 'c♯', 'b♯')|22.88
('scarlatti', 'early', 'career')|22.88
('rhythmic', 'fulness', 'keeps')|22.88
('suites', 'french', 'suites')|22.88
('task', 'warm', 'player')|22.88
('tazz', 'blue', 'sound')|22.88
('times', 'haydn', 'connects')|22.88
('traditional', 'folk', 'tales')|22.88
('winston', 'churchill', 'chopin')|22.88
('heavy', 'lifting', 'shifts')|22.88
('decent', 'challenge', 'challenges')|22.88
('impromptu', 'instead', 'julian')|22.88
('associations', 'traditional', 'folk')|22.88
('best', 'expressed', 'sensitive')|22.88
('blue', 'sound', 'gags')|22.88
('challenge', 'lies', 'relentless')|22.88
('chopin', 'aware', 'devotes')|22.88
('chopin', 'projects', 'air')|22.88
('fair', 'derived', 'russian')|22.88
('french', 'suites', 'larger')|22.88
('hungarian', 'melodies', 'dates')|22.88
('impressive', 'watch', 'hear')|22.88
('hands', 'contribute', 'fullness')|22.83
('fingerings', 'isolate', 'complex')|22.78
('friska', 'tell', 'difference')|22.78
('interweaves', 'counterpoint', 'soloist')|22.78
('noble', 'grandioso', 'material')|22.78
('recapitulative', 'structure', 'goldbergs')|22.78
('remains', 'strangely', 'familiar')|22.78
('repetition', 'tiny', 'motivic')|22.78
('scherzo', 'foreshadows', 'techniques')|22.78
('structure', 'acts', 'colouristic')|22.78
('violent', 'contrast', 'expressiveness')|22.78
('exists', 'structure', 'acts')|22.78
('elaboration', 'treble', 'galanteries')|22.78
('century', 'pianistic', 'exhibitionism')|22.78
('chromaticism', 'sequences', 'pianistic')|22.78
('coordination', 'syncopation', 'accents')|22.78
('counterpoint', 'unimaginable', 'era')|22.78
('counterpoint', 'yearning', 'dissonances')|22.78
('diabelli', 'eroica', 'brahms')|22.78
('dim7', 'iv', 'modulating')|22.78
('tempo', 'joyfulness', 'happiness')|22.73
('keys', 'albeit', 'reverse')|22.69
('need', 'strength', 'control')|22.69
('occur', 'meter', 'quadruple')|22.69
('pace', 'prominent', 'horn')|22.69
('popular', 'authorized', 'cuts')|22.69
('prokofiev', 'frequent', 'modulations')|22.69
('quiet', 'raindrop', 'effect')|22.69
('rachmaninoff', 'lays', 'bare')|22.69
('recitative', 'attached', 'statement')|22.69
('register', 'culminating', 'quicksilver')|22.69
('sergei', 'rachmaninoff', 'alexander')|22.69
('sonic', 'glow', 'bell')|22.69
('successful', 'attempt', 'large')|22.69
('suspension', 'soprano', 'penultimate')|22.69
('inevitable', 'occasional', 'chromatic')|22.69
('accuracy', 'precision', 'speed')|22.69
('articulations', 'wrist', 'motions')|22.69
('brilliant', 'rachmaninoff', 'lays')|22.69
('cadenzas', 'lead', 'quiet')|22.69
('casual', 'mastery', 'modulation')|22.69
('complexities', 'later', 'symphonic')|22.69
('control', 'differentiate', 'sounding')|22.69
('consist', 'lively', 'figurations')|22.69
('demands', 'places', 'agility')|22.69
('expressive', 'device', 'functioning')|22.69
('fugues', 'baroque', 'period')|22.69
('flute', 'developed', 'extensive')|22.69
('exercise', 'preceded', 'statement')|22.69
('described', 'mixture', 'song')|22.69
('scriabin', 'overall', 'architecture')|22.64
('scriabin', 'came', 'view')|22.64
('motives', 'wistful', 'sighs')|22.64
('fermata', 'indicate', 'end')|22.64
('exquisite', 'sonority', 'scriabin')|22.64
('effective', 'finger', 'training')|22.64
('dynamic', 'dips', 'rises')|22.64
('finger', 'dexterity', 'useful')|22.64
('liszt', 'experimented', 'non')|22.6
('waltz', 'drawn', 'commentary')|22.6
('specific', 'damper', 'pedal')|22.6
('liszt', 'celebrate', 'ways')|22.6
('damper', 'pedal', 'markings')|22.6
('funeral', 'marches', 'french')|22.56
('virtuosity', 'early', 'foretaste')|22.56
('times', 'listener', 'boils')|22.56
('mark', 'start', 'central')|22.56
('available', 'start', 'composition')|22.56
('expression', 'playing', 'volumes')|22.56
('certain', 'contrapuntal', 'chumminess')|22.56
('20th', 'century', 'composers')|22.52
('accelerando', 'progresses', 'gentle')|22.52
